word,Anxious,Depressed,Happy,Introvert,Stable,bio_frequency,km_half_life_days,lognormal_half_life_days,lognormal_mu,lognormal_sigma,prev1,prev2,unique_users
pursuer,35.23091814330732,41.92393989032929,61.33707744796333,75.12213869978221,64.94485210176971,75.0,333.0,290.8,5.672624,1.867497,0.9657120038002072,0.4507199863229797,72.0
pursuing,38.615585355981054,38.57039556518577,62.37814995939627,60.92475600187216,67.3831033968354,649.0,236.0,213.47,5.363509,1.878168,4.854660343428069,2.7198619864317743,608.0
pursuit,43.72790496801255,45.20616859589715,51.73875591202538,54.98496134726933,54.88714161814775,877.0,175.0,196.19,5.279108,2.168076,7.582144246052978,4.856896404342454,823.0
pursuits,47.34384085633416,54.30059175259161,61.63747307851125,69.74476639462122,65.63514393894607,74.0,458.0,422.13,6.045321,2.357741,0.5742071373947178,0.3963227465943442,70.0
purveyor,42.58779876169605,51.8598458008791,51.17723479172572,67.93495707799873,51.10757497956224,715.0,349.0,361.12,5.889199,1.905158,5.16786423655246,3.908830226214807,655.0
push,36.23299017392269,38.65207866459859,44.47201941169398,43.64807225982188,49.715440472114736,663.0,104.0,114.13,4.737313,2.141893,3.562694284289954,2.6421516439622947,613.0
pusha,40.22188185221743,41.759878598694165,49.86625832419867,34.87063413035082,57.2842308044189,47.0,75.0,83.27,4.42207,1.749765,0.2610032442703263,0.1165655137042189,38.0
pushed,54.76390282066978,64.45812984259986,34.98341570265866,56.95866657923309,38.0166055794364,67.0,115.0,120.4,4.79082,2.131067,0.2349029198432936,0.2875282671370732,66.0
pusher,42.25363826555692,46.697186855175694,51.840358996068346,63.168004736093806,50.29219215870378,254.0,281.0,287.02,5.659559,1.801451,1.996674818667996,1.4454123699323145,235.0
pushes,41.34456842720863,39.86299084459488,60.57576526215544,48.34882792814646,54.218907848119926,36.0,161.0,230.52,5.440348,2.520683,0.1957524332027447,0.1243365479511668,36.0
pushin,51.63480714604918,57.47990439969672,43.10770896104012,25.623018645589724,54.21080035042656,60.0,169.0,175.34,5.166755,1.926612,0.2610032442703263,0.310841369877917,56.0
pushing,40.91208749602079,43.605535899491024,51.2272323589541,53.365305878883774,52.17429033013355,345.0,172.0,188.5,5.239085,2.065033,2.322928874005904,2.004926835712565,341.0
pussies,53.0168642489724,59.897757621021874,34.33520737027915,37.59305060330121,28.94490528799739,38.0,48.0,55.17,4.010389,1.584187,0.1827022709892284,0.1631917191859064,32.0
pussy,59.80923483667191,61.86976304563303,35.051005332202,21.58941896760032,29.19670462022702,846.0,36.0,39.19,3.668303,1.885123,2.4273301717140345,3.6057598905838377,690.0
put,50.46321108775423,53.4795012833562,42.324020960821926,43.320449028434325,45.3498957996994,4879.0,96.0,101.6,4.621062,2.045221,25.056311449951323,20.89631109004297,4483.0
puta,74.42266790930614,65.58165680615816,22.574157809626083,26.24687122137328,12.399791388628444,60.0,54.0,68.41,4.225585,2.219116,0.3523543797649405,0.5206592945455111,54.0
putin,56.75541363168119,70.30465537575188,35.19785274122989,35.73582160997798,41.115833527612224,104.0,95.0,87.66,4.473459,1.879263,0.0783009732810978,0.5672855000271986,95.0
putnam,32.694220669827544,27.62758874679504,85.2085307329859,59.05903016472269,78.28406587328256,45.0,711.0,608.5,6.410994,1.975537,0.3262540553379078,0.2719861986431774,40.0
puts,41.857165625278114,46.10254116354369,47.62823449494088,52.78710084749053,55.36206439500025,269.0,184.0,194.86,5.272291,2.360568,1.6965210877571208,1.3055337534872515,259.0
puttin,32.46249649042975,46.05693409261381,50.6527267322781,36.0012725039735,61.49576588200778,46.0,66.0,72.77,4.287297,2.004949,0.3132038931243915,0.1631917191859064,44.0
putting,41.6338581413959,46.490554882283504,51.651273420686486,58.26036285104475,56.50275671891921,766.0,159.0,164.61,5.10357,2.088976,4.3196036926739,3.590217822089942,736.0
puzzle,46.444439478168,53.68317911785433,49.84096666493257,66.83607827633236,52.14878262147305,186.0,282.0,283.74,5.648073,2.263335,1.4877184923408595,1.3443889247219911,178.0
puzzles,41.85160215587014,49.18869283459841,48.27825269214999,80.58817830927151,39.52833547896613,129.0,583.0,617.53,6.425722,1.997728,0.9004611927326257,1.0335475548440742,120.0
pv,49.52026415135035,38.375145372871735,57.39456909947801,37.90683758810188,52.82251710692763,99.0,201.0,186.32,5.227466,1.999085,0.6786084351028483,1.468725472673158,78.0
pvamu,51.14185984875921,36.77975357355514,39.15026818707159,26.415932532151636,42.37199187410064,193.0,307.0,296.46,5.691911,2.457592,2.1793770896572244,7.1571225414390405,100.0
pvp,25.31066753162012,33.20785011252073,41.53743358626942,73.71905297486961,35.00392133727917,48.0,96.0,123.82,4.818859,1.571354,0.0913511354946142,0.5206592945455111,42.0
pw,46.515193821208,53.82641635030587,52.49420969044556,63.313529258973645,38.97111827338532,55.0,200.0,240.88,5.48431,1.748254,0.2740534064838426,0.2719861986431774,48.0
pxp,22.45462471989932,18.05609629853599,74.25715973175545,48.01586416334265,78.636848186668,383.0,407.0,427.8,6.058644,1.827164,1.0962136259353703,1.8650482192675024,261.0
pyramid,49.39376795741811,55.4606975240742,55.3746287871118,60.01570721995566,51.905765879726864,70.0,122.0,132.95,4.89,1.927781,0.3784547041919731,0.4429489520760318,66.0
pyramids,39.95844577515115,46.280807445920615,41.63629871884173,48.39514602894566,44.60088768790641,44.0,96.0,127.39,4.84729,1.897621,0.208802595416261,0.1709627534328544,41.0
pyt,67.49243962592428,67.78585859455333,22.023735183054544,33.28328241701804,24.20584848325875,35.0,109.0,113.89,4.735242,1.820813,0.1174514599216468,0.1631917191859064,30.0
python,32.15737283892086,47.027587863124,45.0488422901372,90.35665481957056,41.2555586265673,357.0,428.0,401.72,5.995743,1.935579,3.379992013300725,3.6135309248307856,286.0
q,49.4323153546142,54.41187812977248,47.23268197749621,47.00688023581448,42.72022359339776,706.0,165.0,179.96,5.192747,2.164588,4.502305963663129,6.341163945509508,638.0
qa,43.125453006456624,55.41879229591458,40.53667548410312,80.26182539180742,40.267485305690734,259.0,424.0,400.99,5.993944,1.754424,2.2446279007248062,2.152576486404576,194.0
qb,17.529291439768762,7.026683131721047,72.82017854812733,29.204348970488645,78.01359391473983,494.0,246.0,255.16,5.541885,1.944703,3.3408415266601765,4.849125370095506,344.0
qbs,18.75216176210542,11.648397943517546,72.43229887013108,43.65216118931715,84.20079676188175,46.0,244.0,221.94,5.402389,1.603841,0.1566019465621957,0.2486730959023336,38.0
qc,31.510112890299094,33.7986854736596,48.47747624699648,33.21796806087903,56.50971631053815,96.0,236.0,219.39,5.390872,1.975307,0.6003074618217504,0.5905986027680424,88.0
qs,38.059754640517454,36.366210993449,44.576881568449465,71.54400316523196,42.4998743098843,35.0,174.0,178.61,5.185182,1.751123,0.169652108775712,0.1709627534328544,34.0
qt,53.95892813035245,55.84498077531755,32.16217980387002,61.7237451520394,37.79951371252635,52.0,126.0,129.09,4.860495,2.010165,0.2740534064838426,0.310841369877917,47.0
qu,50.150643465351685,46.14438961850972,51.454837249209774,42.99079471534844,40.87784381541955,58.0,235.0,290.62,5.672002,2.139632,0.5481068129676852,0.6527668767436258,47.0
quack,50.43968399025661,58.52350480370468,45.65667948838711,35.95420287617239,30.42557028631917,36.0,119.0,119.15,4.780399,1.980491,0.1827022709892284,0.2642151643962295,33.0
quad,43.60577932586877,42.93915420633283,53.980237706482136,53.77697064303681,58.77070943836393,115.0,213.0,209.04,5.342515,2.202046,0.6264077862487831,0.528430328792459,103.0
quaker,40.92326645865069,46.95556243811891,62.05669982318492,77.29796784954192,53.85826273668021,72.0,931.0,1352.55,7.209747,2.545733,0.7569094083839462,0.7693323904478447,64.0
qual,41.75348676583454,31.57533718182841,74.79423782616395,73.11165670430455,76.26233182402702,40.0,321.0,374.9,5.926672,2.531583,0.0391504866405489,0.1865048219267502,40.0
qualified,42.51223848451864,40.437330529134975,58.57455749803885,60.16946840937968,67.0901202942786,156.0,281.0,332.94,5.807951,2.212197,0.8482605438785604,1.04908962333797,148.0
qualifier,29.009214122094264,20.52636507924569,65.77690147514616,48.17480453418988,75.25985323931188,67.0,444.0,451.61,6.112829,1.887212,0.5872572996082341,1.0335475548440742,62.0
qualifying,24.956251000209217,31.94533297426253,95.35968273400638,25.211148514836943,95.9254209088159,48.0,527.0,599.2,6.395592,2.076887,0.0913511354946142,0.1165655137042189,42.0
qualities,57.648301822309264,58.15881882128532,46.36779499210381,56.19729932718054,45.3485193799562,61.0,220.0,174.15,5.159944,2.068637,0.5611569751812016,0.3730096438535004,59.0
quam,47.18210663108943,48.062686548258775,43.36001937930259,62.44538150660341,46.69927307697767,45.0,288.0,316.26,5.756555,2.328063,0.5742071373947178,0.2797572328901253,40.0
quan,49.97950473931192,39.53103258803738,45.96037144263663,21.740340993340716,46.10202167790296,63.0,112.0,123.2,4.813803,2.106091,0.456755677473071,0.4351779178290839,56.0
quando,53.223166793273,65.99649867978434,66.74875824591403,31.96972199612842,32.46752404395873,128.0,180.0,225.13,5.416669,2.37411,0.0913511354946142,0.2331310274084378,117.0
quant,35.60829741019705,44.83261330140773,49.540984945550335,84.68589045424282,58.28359781337949,56.0,617.0,487.09,6.188446,1.911563,0.3262540553379078,0.4973461918046672,44.0
quantitative,37.40691529746213,44.43208680554974,49.4833803510888,79.16190697840744,64.27003184593276,62.0,368.0,356.67,5.876806,1.779171,0.3132038931243915,0.5439723972863548,51.0
quantity,45.57564061318254,47.08258940252561,48.49665987022856,46.593146082374105,56.8929743870249,75.0,137.0,168.16,5.124892,2.130385,0.3784547041919731,0.2719861986431774,70.0
quanto,20.109868140440824,37.55420984696363,82.97065224050928,13.047862597148876,61.1239293385125,39.0,102.0,159.84,5.074199,2.319007,0.0130501622135163,0.0854813767164272,37.0
quantum,36.69279984758403,45.88672866922839,52.71585011536,85.0148500186227,45.21326326334159,157.0,409.0,381.55,5.944233,2.007087,1.291966059138115,1.4842675411670538,139.0
quarantine,52.78376239560076,59.45975280458959,44.310880703675245,93.9039001470564,22.532541521910897,112.0,81.0,94.94,4.553255,1.568416,0.0261003244270326,1.3133047877341997,104.0
quarter,46.67897099155008,48.71006990304673,51.02400851185169,44.82009480294849,50.12999133736562,281.0,147.0,144.94,4.976307,2.035972,1.8009223854652514,1.367702027462835,257.0
quarterback,26.671060790060487,13.195679051188511,65.4781340340329,30.196039802498653,74.23447967185693,234.0,178.0,175.15,5.165668,1.878836,1.5660194656219577,1.4454123699323145,171.0
quarterbacks,9.739632990992488,4.269277243745923,85.67533567088019,38.42725758057537,92.29505176321098,46.0,236.0,241.25,5.485819,1.462129,0.3001537309108752,0.2642151643962295,37.0
quarterfinalist,38.34030938708366,24.00010022155112,91.74822514665514,56.30456436541841,93.23726464080174,34.0,183.0,192.58,5.260533,1.591874,0.0522006488540652,0.1087944794572709,33.0
quarterly,41.87190352252871,46.24057525743663,74.15601558695845,88.30552581614684,59.647607791556666,101.0,309.0,335.65,5.816057,1.867724,0.2610032442703263,0.4740330890638235,90.0
quarters,45.9257720000265,49.880266380577545,66.12410983295645,43.42328157850812,56.73612974537801,35.0,61.0,97.87,4.583679,1.933982,0.1435517843486794,0.1709627534328544,35.0
quartet,44.804756093499,54.68860183961324,79.66710483930933,55.51404227312419,64.31196143617525,36.0,384.0,458.7,6.128393,1.940164,0.5089563263271363,0.2175889589145419,31.0
quase,40.51639194164662,59.30556247353774,78.42215411610273,21.072893978369105,54.4908695044296,50.0,280.0,243.33,5.494436,2.068563,0.0261003244270326,0.0466262054816875,46.0
que,66.92171208257213,49.69116798679054,72.02543000198982,39.32954772186322,38.0055386321854,3397.0,204.0,257.65,5.551589,2.492778,9.565768902507456,17.72572911728822,2479.0
queens,47.97566720368916,46.98828125436901,49.839672292648565,41.18830746899948,49.49871150339593,774.0,298.0,265.71,5.58242,2.172283,4.671958072438841,6.636463246893529,669.0
queer,60.88553607882488,67.18933115826144,33.93457968278709,67.71266971957048,26.9128251649848,2241.0,377.0,378.83,5.937081,2.172621,10.400979284172502,31.78353007001702,1553.0
quem,35.06046652679476,51.87110186591486,82.06426973877781,31.408845454916246,31.029653860588613,209.0,119.0,160.11,5.07587,2.411014,0.0652508110675815,0.5128882602985632,180.0
quentin,41.571126681250114,35.483040358833705,49.94269866383332,39.09045151812848,47.180756156998754,52.0,108.0,149.47,5.007121,1.7541,0.2740534064838426,0.202046890420646,41.0
quer,44.98951390453393,53.89627040075663,72.05149167316736,16.215239405576376,58.07816754768812,85.0,148.0,173.88,5.158379,2.457647,0.0261003244270326,0.1087944794572709,82.0
queries,55.92558660138268,48.28901374970334,47.78230994203433,85.7611154954819,40.72198733000232,55.0,226.0,199.15,5.294069,1.553908,0.169652108775712,0.2331310274084378,42.0
quero,49.829081121691694,62.97881314413716,87.83505665223363,6.0358721942730975,38.04019831898541,84.0,150.0,177.65,5.179809,2.402872,0.0391504866405489,0.1631917191859064,75.0
querying,53.20564267284307,56.258962308267776,44.92706827339834,74.33632911645357,45.36137435063712,46.0,175.0,215.22,5.371649,1.445529,0.0522006488540652,0.1942758561736981,42.0
quesadilla,39.61417321083072,48.73282155306594,37.83010060356489,45.46353884740896,30.677241324145943,31.0,131.0,132.72,4.888204,1.559889,0.1305016221351631,0.1476496506920106,30.0
queso,45.041003338083904,47.95322156964141,52.92824810577051,52.42749473183142,51.04648393723949,100.0,121.0,164.02,5.099966,1.841167,1.1223139503624031,0.738248253460053,89.0
quest,39.33257247202983,43.77615306650968,56.22323206192343,67.43358977339551,55.46275677515786,480.0,238.0,252.78,5.532532,2.022794,3.458292986581823,2.564441301492816,447.0
question,43.75125606814249,50.47471064704978,45.532006076851545,55.03327069716855,47.86534456706498,1084.0,160.0,170.49,5.138651,2.093368,5.66377040066608,5.128882602985631,1037.0
questionable,52.2348272120684,64.04383144729793,39.67128978169219,54.14365313079662,36.022254988489124,138.0,320.0,289.88,5.669477,1.803418,0.913511354946142,0.6916220479783655,133.0
questioner,45.63163550923712,51.05108351528157,60.99248580561305,80.31925090396163,56.20196959383505,33.0,281.0,392.77,5.973223,1.954925,0.3784547041919731,0.2642151643962295,33.0
questioning,52.2160684895151,63.75141965542062,46.47583442198713,75.6684902490327,42.78912903366484,90.0,246.0,260.9,5.564133,1.982891,0.6394579484622994,0.6760799794844696,86.0
questions,37.60762859087482,42.79986603945336,58.97658837577635,68.72127383394351,62.11341365075184,1901.0,277.0,269.37,5.596077,2.098965,8.378204141077473,8.641390082606094,1779.0
qui,63.17029603461384,62.044591355279564,42.13824338537597,53.99343204674694,40.3607830751077,123.0,88.0,127.35,4.846951,2.115295,0.6133576240352667,0.4740330890638235,106.0
quick,40.03209588465116,47.81430235205287,55.51505674546585,59.22128923975741,54.90993845375078,512.0,138.0,139.45,4.937688,2.202683,2.492580982781616,2.331310274084378,474.0
quicker,54.3308056879496,48.6033111092484,46.28333464788943,46.99976738193724,60.60290251496205,44.0,97.0,101.91,4.6241,2.123204,0.2349029198432936,0.1476496506920106,41.0
quickly,42.78495497988845,44.58896285171623,45.12780250139703,64.28367573509884,49.05549316574663,183.0,188.0,163.63,5.097579,1.942133,1.0440129770813051,0.8936689383990115,175.0
quidditch,51.337371677042086,59.24735714010768,51.57197282828595,50.25760107220201,50.25022065472476,51.0,268.0,220.73,5.396943,1.599946,0.417605190832522,0.1554206849389585,41.0
quien,70.68795199362339,52.50229409756301,67.19263334966962,40.47646727751405,26.44632721227437,96.0,96.0,121.82,4.802559,2.435483,0.3132038931243915,0.5672855000271986,91.0
quiere,74.61087757395846,48.94587177455733,81.99577111526465,58.83092740695632,29.63543470450113,34.0,224.0,182.95,5.209205,2.488165,0.0783009732810978,0.2331310274084378,34.0
quieres,74.34436352863264,51.0705132462259,89.59572811212043,37.72381476229519,42.46726770465706,63.0,213.0,292.81,5.679527,2.961358,0.1827022709892284,0.2253599931614898,59.0
quiero,76.2032410811635,60.030905132612745,57.2283341482543,30.618803639745103,29.545421347609235,155.0,85.0,140.02,4.941799,2.25664,0.5481068129676852,0.9092110068929072,142.0
quiet,52.229152430808526,56.88694769126479,45.82576019877933,59.99522776724764,42.83855807669765,770.0,105.0,112.54,4.723352,2.146338,4.1760519083252206,3.683470233053317,715.0
quietly,46.78102496507096,58.11741283612447,48.61662677511894,52.73701491495088,46.61184020486314,117.0,105.0,122.17,4.805442,2.095198,0.6525081106758157,0.6605379109905737,113.0
quilt,52.2756987475155,52.91458251127257,77.54668619403526,87.29776786581458,43.54940995748338,36.0,1487.0,1386.38,7.234452,1.810992,0.4437055152595546,0.2564441301492816,33.0
quilter,59.841857101413744,60.1013802666008,68.83376486291827,83.82961222013333,59.04834996665881,51.0,1354.0,1168.28,7.063287,1.713248,1.0179126526542726,0.9014399726459594,45.0
quincy,38.04060754463126,37.07240119709668,62.47923379249855,48.457879033121145,69.31710855241957,76.0,257.0,317.13,5.759304,2.479668,0.9265615171596584,0.6916220479783655,67.0
